                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                 1.0452,                0.64458,                 1.0307,                0.72631,                0.66206,                0.68026,                0.34278,                 1.9967,                 1.3047,                 1.7804,             0.00018714,             0.00018714,             0.00018714
                     71,                 1.0187,                0.64098,                 1.0239,                0.70763,                0.65194,                0.65604,                 0.3389,                 1.9948,                 1.3278,                 1.8045,             0.00018495,             0.00018495,             0.00018495
                     72,                   1.01,                0.62921,                 1.0179,                0.70106,                0.65683,                0.65349,                0.33426,                 1.9907,                 1.2816,                 1.7416,             0.00018275,             0.00018275,             0.00018275
                     73,                 1.0217,                0.63403,                 1.0173,                 0.7333,                0.66912,                0.66019,                0.34113,                  1.965,                 1.2489,                 1.7233,             0.00018055,             0.00018055,             0.00018055
                     74,                 1.0163,                0.62536,                 1.0147,                0.70334,                0.65883,                0.67316,                0.34396,                 1.9436,                 1.2159,                  1.723,             0.00017836,             0.00017836,             0.00017836
                     75,                  1.019,                0.63268,                 1.0226,                0.72182,                0.65028,                0.66334,                0.33762,                 1.9433,                 1.2623,                  1.702,             0.00017616,             0.00017616,             0.00017616
                     76,                0.99729,                0.61925,                 1.0132,                 0.6702,                0.66581,                0.65409,                0.33854,                 1.8933,                 1.1991,                   1.63,             0.00017396,             0.00017396,             0.00017396
                     77,                0.99738,                0.62498,                 1.0149,                0.66932,                0.65194,                0.65031,                0.33849,                 2.0323,                 1.2092,                 1.8127,             0.00017177,             0.00017177,             0.00017177
                     78,                0.99572,                0.61488,                 1.0122,                0.67609,                0.67607,                0.66225,                0.34215,                 1.9333,                 1.2415,                 1.6691,             0.00016957,             0.00016957,             0.00016957
                     79,                0.98038,                0.60636,                 1.0114,                0.65031,                0.69377,                0.66226,                0.34178,                 2.0143,                 1.2209,                 1.8295,             0.00016738,             0.00016738,             0.00016738
                     80,                0.99382,                0.61041,                 1.0125,                0.73504,                0.67175,                0.68705,                0.34913,                 2.0154,                 1.2205,                 1.8299,             0.00016518,             0.00016518,             0.00016518
                     81,                0.98509,                0.60924,                 1.0111,                0.73982,                 0.6242,                0.65717,                0.33667,                 1.9338,                 1.3513,                 1.6808,             0.00016298,             0.00016298,             0.00016298
                     82,                0.99135,                0.60876,                 1.0081,                0.70673,                0.64602,                0.66781,                0.34991,                 1.9467,                  1.272,                 1.7278,             0.00016079,             0.00016079,             0.00016079
                     83,                0.96325,                 0.5952,                 1.0055,                0.69693,                0.65716,                0.65511,                0.34333,                 1.9118,                 1.3045,                 1.6925,             0.00015859,             0.00015859,             0.00015859
                     84,                0.96814,                0.60344,                 1.0054,                0.65708,                0.68566,                0.66021,                0.34024,                 1.8878,                 1.2442,                 1.6473,             0.00015639,             0.00015639,             0.00015639
                     85,                0.95852,                0.59222,                0.99898,                0.69618,                0.66829,                0.67056,                0.35063,                 1.8736,                 1.2084,                 1.6239,              0.0001542,              0.0001542,              0.0001542
                     86,                0.96329,                0.59593,                 0.9984,                0.69448,                0.66914,                0.67114,                0.34857,                 1.8936,                 1.2357,                 1.6579,               0.000152,               0.000152,               0.000152
                     87,                 0.9665,                0.59734,                  1.005,                0.76439,                0.59935,                0.66537,                0.34925,                  1.957,                 1.2429,                 1.7654,              0.0001498,              0.0001498,              0.0001498
                     88,                0.94647,                0.58452,                0.99199,                0.73701,                 0.6355,                0.66647,                0.34322,                 1.9033,                 1.2321,                 1.6813,             0.00014761,             0.00014761,             0.00014761
                     89,                0.95431,                0.59053,                 1.0015,                0.72878,                0.67252,                  0.679,                0.35093,                  1.906,                 1.1683,                 1.6808,             0.00014541,             0.00014541,             0.00014541
                     90,                0.93957,                 0.5802,                0.98741,                0.70373,                0.64136,                0.67362,                0.35145,                 1.9143,                  1.277,                 1.6916,             0.00014321,             0.00014321,             0.00014321
                     91,                0.93669,                0.58882,                0.98875,                0.74973,                0.66905,                0.68125,                0.35625,                 1.8858,                 1.1903,                 1.6579,             0.00014102,             0.00014102,             0.00014102
                     92,                0.94584,                0.58368,                 0.9907,                 0.7508,                0.66095,                0.67739,                 0.3498,                 1.9092,                 1.1634,                 1.6465,             0.00013882,             0.00013882,             0.00013882
                     93,                0.94364,                0.58114,                0.99211,                 0.7352,                0.64809,                0.65937,                0.34626,                 1.9493,                 1.2894,                 1.7419,             0.00013662,             0.00013662,             0.00013662
                     94,                0.92105,                0.57119,                0.98352,                0.73429,                0.63861,                 0.6712,                0.34711,                 1.9251,                 1.1935,                 1.6784,             0.00013443,             0.00013443,             0.00013443
                     95,                0.93257,                0.57888,                0.98887,                 0.7303,                0.67332,                0.68225,                 0.3544,                 1.9041,                  1.213,                 1.6987,             0.00013223,             0.00013223,             0.00013223
                     96,                0.91973,                0.56518,                0.98362,                 0.6991,                0.67571,                0.67921,                0.34904,                 1.9047,                 1.2088,                 1.6814,             0.00013004,             0.00013004,             0.00013004
                     97,                0.93019,                0.57055,                0.98451,                0.72389,                 0.6627,                0.67264,                0.34783,                 1.9171,                 1.2162,                 1.7126,             0.00012784,             0.00012784,             0.00012784
                     98,                0.91931,                0.57017,                0.98397,                 0.7568,                0.64507,                0.67468,                0.35449,                  1.903,                 1.2184,                 1.6859,             0.00012564,             0.00012564,             0.00012564
                     99,                0.91189,                0.55703,                 0.9817,                0.73755,                0.66877,                0.67602,                0.35242,                 1.8914,                 1.2373,                 1.7209,             0.00012345,             0.00012345,             0.00012345
                    100,                0.90725,                0.56193,                0.98017,                0.74602,                0.63013,                0.67782,                0.35477,                 1.8878,                 1.2243,                 1.6838,             0.00012125,             0.00012125,             0.00012125
                    101,                0.90885,                0.55623,                0.97574,                 0.7325,                0.64918,                0.67799,                0.35691,                 1.8724,                  1.222,                 1.6558,             0.00011905,             0.00011905,             0.00011905
