                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.4926,                 1.1308,                 1.2641,                0.61358,                0.66714,                0.64331,                0.31839,                 1.9683,                  1.446,                 1.5282,             0.00031454,             0.00031454,             0.00031454
                     24,                 1.4801,                 1.1081,                 1.2537,                0.72333,                0.59586,                0.65164,                0.32675,                 1.8714,                 1.4196,                 1.4826,             0.00031344,             0.00031344,             0.00031344
                     25,                 1.4732,                 1.1008,                 1.2505,                0.66106,                0.64903,                0.66247,                0.34114,                 1.8639,                 1.3583,                 1.5284,             0.00031234,             0.00031234,             0.00031234
                     26,                 1.4661,                 1.0846,                 1.2463,                0.66508,                 0.6494,                0.65528,                0.32745,                 1.8659,                 1.3639,                 1.5039,             0.00031124,             0.00031124,             0.00031124
                     27,                 1.4561,                 1.0641,                 1.2439,                0.59411,                0.62443,                0.62215,                0.31552,                 1.8647,                 1.4304,                 1.5392,             0.00031015,             0.00031015,             0.00031015
                     28,                 1.4426,                 1.0646,                 1.2394,                0.68327,                 0.6298,                0.66176,                 0.3308,                 1.8705,                 1.3648,                  1.551,             0.00030905,             0.00030905,             0.00030905
                     29,                 1.4497,                 1.0449,                 1.2357,                0.68949,                0.65733,                0.67154,                0.33531,                 1.8568,                 1.3099,                 1.5036,             0.00030795,             0.00030795,             0.00030795
                     30,                 1.4335,                 1.0363,                 1.2193,                0.72196,                  0.589,                0.66163,                0.33709,                 1.8225,                 1.3418,                 1.4749,             0.00030685,             0.00030685,             0.00030685
                     31,                  1.429,                  1.019,                 1.2342,                0.65209,                0.65065,                0.65233,                0.32945,                 1.8694,                 1.3575,                 1.5449,             0.00030575,             0.00030575,             0.00030575
                     32,                 1.4204,                 1.0113,                 1.2121,                 0.6516,                0.64289,                0.66587,                0.33879,                 1.8623,                 1.3852,                 1.5271,             0.00030465,             0.00030465,             0.00030465
                     33,                 1.4035,                0.99322,                 1.2095,                 0.6711,                0.64748,                0.65362,                  0.325,                 1.9128,                 1.3427,                 1.5548,             0.00030356,             0.00030356,             0.00030356
                     34,                  1.411,                 1.0044,                 1.2199,                0.64593,                0.64104,                0.64454,                0.32802,                  1.818,                 1.3806,                  1.492,             0.00030246,             0.00030246,             0.00030246
                     35,                 1.3964,                0.97617,                  1.203,                0.66734,                  0.645,                0.64353,                0.31868,                  1.952,                 1.3691,                 1.5404,             0.00030136,             0.00030136,             0.00030136
                     36,                 1.3777,                0.96648,                  1.191,                0.64474,                0.65689,                0.65325,                0.33117,                 1.9636,                 1.3313,                  1.563,             0.00030026,             0.00030026,             0.00030026
                     37,                 1.3816,                 0.9613,                 1.2005,                0.70747,                0.62612,                 0.6485,                0.32442,                 1.8955,                 1.3447,                 1.5766,             0.00029916,             0.00029916,             0.00029916
                     38,                 1.3784,                0.95302,                 1.1929,                0.66409,                0.63474,                 0.6484,                  0.323,                 1.8974,                 1.3335,                 1.5075,             0.00029807,             0.00029807,             0.00029807
                     39,                 1.3683,                0.95544,                 1.1977,                0.67344,                0.66583,                0.65865,                 0.3385,                 1.8653,                 1.3519,                 1.5348,             0.00029697,             0.00029697,             0.00029697
                     40,                 1.3567,                 0.9353,                 1.1796,                0.67996,                0.66635,                 0.6828,                0.34128,                 1.9299,                 1.3067,                 1.5477,             0.00029587,             0.00029587,             0.00029587
                     41,                  1.358,                0.92721,                  1.186,                0.69859,                0.67082,                0.68377,                0.33503,                 1.9479,                 1.2718,                 1.5725,             0.00029477,             0.00029477,             0.00029477
                     42,                 1.3441,                0.92353,                 1.1724,                0.66589,                0.65005,                0.66684,                0.34065,                 1.9295,                 1.4034,                 1.5606,             0.00029367,             0.00029367,             0.00029367
                     43,                 1.3373,                0.91804,                 1.1788,                0.67367,                0.63959,                0.66404,                 0.3457,                 1.8333,                 1.2493,                 1.5157,             0.00029257,             0.00029257,             0.00029257
                     44,                 1.3335,                0.90586,                 1.1742,                0.68455,                 0.6296,                0.64759,                0.32877,                 1.9492,                 1.3391,                 1.5626,             0.00029148,             0.00029148,             0.00029148
                     45,                 1.3279,                0.90352,                 1.1693,                0.67454,                0.63153,                 0.6657,                0.32458,                 1.8761,                 1.2783,                 1.5283,             0.00029038,             0.00029038,             0.00029038
                     46,                 1.3228,                0.89629,                  1.171,                0.68908,                0.67269,                0.69122,                0.34767,                 1.8234,                 1.3236,                 1.5023,             0.00028928,             0.00028928,             0.00028928
                     47,                 1.3155,                  0.884,                 1.1623,                0.71915,                0.63593,                0.69135,                0.33646,                 1.9966,                 1.3255,                 1.6192,             0.00028818,             0.00028818,             0.00028818
                     48,                 1.3116,                 0.8785,                 1.1669,                0.67481,                0.68641,                0.67944,                0.33531,                 1.9111,                 1.2593,                 1.5334,             0.00028708,             0.00028708,             0.00028708
                     49,                 1.2988,                0.87255,                 1.1548,                0.68571,                 0.6611,                0.66383,                 0.3293,                 1.9129,                 1.3437,                 1.5344,             0.00028598,             0.00028598,             0.00028598
                     50,                 1.3027,                0.86877,                  1.152,                0.69408,                0.63896,                0.65425,                0.32788,                 1.8558,                 1.2177,                 1.5354,             0.00028489,             0.00028489,             0.00028489
                     51,                  1.289,                 0.8477,                 1.1548,                0.74163,                0.65035,                0.69398,                0.34258,                 1.9117,                 1.3334,                 1.5362,             0.00028379,             0.00028379,             0.00028379
                     52,                 1.2783,                0.85174,                 1.1482,                0.68754,                0.65963,                0.67276,                0.34335,                 1.8656,                  1.267,                 1.5515,             0.00028269,             0.00028269,             0.00028269
                     53,                 1.2774,                0.85077,                 1.1472,                  0.731,                0.64152,                0.68564,                0.34368,                  1.902,                 1.3012,                 1.5597,             0.00028159,             0.00028159,             0.00028159
                     54,                 1.2762,                0.85316,                  1.143,                 0.6851,                0.66238,                0.65515,                0.33496,                 1.9197,                    1.3,                 1.5484,             0.00028049,             0.00028049,             0.00028049
                     55,                 1.2736,                0.83921,                 1.1369,                0.65544,                0.68047,                0.67106,                0.33925,                 1.9017,                 1.2358,                 1.5757,              0.0002794,              0.0002794,              0.0002794
                     56,                 1.2539,                 0.8254,                 1.1325,                0.65785,                0.62536,                0.64896,                0.33076,                 1.9216,                 1.2603,                 1.5538,              0.0002783,              0.0002783,              0.0002783
                     57,                 1.2523,                0.82064,                 1.1301,                0.64719,                0.63937,                0.65462,                0.32108,                 2.0144,                 1.3454,                 1.6224,              0.0002772,              0.0002772,              0.0002772
                     58,                 1.2399,                0.81615,                 1.1289,                0.69196,                0.66696,                0.65878,                0.32448,                 1.9581,                 1.3001,                 1.5826,              0.0002761,              0.0002761,              0.0002761
                     59,                 1.2527,                0.82198,                 1.1265,                0.65701,                0.64302,                0.65459,                0.33381,                  1.914,                 1.3129,                 1.5256,               0.000275,               0.000275,               0.000275
                     60,                 1.2272,                0.80589,                 1.1227,                0.65906,                0.67112,                0.64703,                 0.3293,                 1.9922,                 1.3455,                 1.6206,              0.0002739,              0.0002739,              0.0002739
                     61,                 1.2269,                0.79008,                 1.1146,                0.68983,                0.65306,                0.67138,                0.34441,                 1.9091,                  1.255,                 1.5414,             0.00027281,             0.00027281,             0.00027281
                     62,                 1.2325,                0.79825,                 1.1211,                0.68888,                0.64872,                0.67064,                0.33345,                 2.0112,                 1.2873,                 1.6484,             0.00027171,             0.00027171,             0.00027171
                     63,                 1.2277,                0.79635,                 1.1148,                0.69228,                0.63287,                0.66607,                0.33251,                 1.9445,                 1.2829,                  1.561,             0.00027061,             0.00027061,             0.00027061
                     64,                 1.2136,                0.79475,                 1.1094,                 0.6872,                0.68332,                0.68225,                0.33587,                 1.9462,                 1.2657,                 1.5693,             0.00026951,             0.00026951,             0.00026951
                     65,                 1.2126,                0.78137,                 1.1125,                0.66831,                0.65091,                0.65924,                0.33587,                 1.9801,                 1.2657,                 1.6789,             0.00026841,             0.00026841,             0.00026841
                     66,                 1.2059,                0.78618,                 1.1083,                0.69431,                0.66417,                0.66905,                0.33484,                 1.9437,                 1.2686,                 1.5887,             0.00026731,             0.00026731,             0.00026731
                     67,                 1.2091,                 0.7834,                 1.1088,                0.69203,                0.63446,                0.66528,                0.33955,                 1.9054,                 1.2728,                 1.5596,             0.00026622,             0.00026622,             0.00026622
                     68,                    1.2,                0.76927,                 1.1007,                0.72286,                 0.6674,                0.68356,                0.34088,                 1.9668,                 1.2116,                 1.5963,             0.00026512,             0.00026512,             0.00026512
                     69,                 1.1953,                0.77347,                 1.1024,                0.70263,                0.62941,                0.66336,                 0.3406,                 1.9894,                 1.3279,                 1.6195,             0.00026402,             0.00026402,             0.00026402
                     70,                 1.1901,                0.76684,                 1.1008,                 0.7214,                0.66149,                0.68645,                0.34819,                 1.8349,                 1.2176,                 1.5258,             0.00026292,             0.00026292,             0.00026292
                     71,                 1.1777,                0.76211,                  1.094,                0.68169,                0.63404,                0.65373,                 0.3352,                 1.9283,                 1.3038,                 1.5809,             0.00026182,             0.00026182,             0.00026182
                     72,                 1.1787,                 0.7566,                 1.0896,                0.67655,                0.68566,                0.67049,                0.33888,                 1.9613,                 1.2407,                 1.5889,             0.00026073,             0.00026073,             0.00026073
                     73,                 1.1678,                0.74799,                 1.0832,                0.67761,                 0.6676,                0.67272,                 0.3329,                 1.9735,                 1.2568,                 1.5709,             0.00025963,             0.00025963,             0.00025963
                     74,                 1.1757,                0.74431,                 1.0862,                0.72632,                0.64025,                0.66549,                 0.3433,                 1.9306,                 1.3095,                 1.5851,             0.00025853,             0.00025853,             0.00025853
                     75,                 1.1752,                0.74607,                 1.0931,                0.68138,                0.65789,                0.64741,                0.32559,                 1.9412,                 1.3245,                  1.604,             0.00025743,             0.00025743,             0.00025743
                     76,                 1.1641,                0.74377,                 1.0877,                0.66308,                0.65324,                0.65674,                0.33719,                 1.8808,                 1.2322,                 1.5417,             0.00025633,             0.00025633,             0.00025633
                     77,                 1.1644,                0.74854,                 1.0887,                0.67345,                0.67113,                0.67985,                0.33866,                 1.8971,                 1.2441,                 1.5571,             0.00025523,             0.00025523,             0.00025523
                     78,                 1.1523,                 0.7399,                 1.0837,                0.67934,                0.66822,                0.66153,                0.33176,                 1.9144,                 1.2238,                 1.5998,             0.00025414,             0.00025414,             0.00025414
                     79,                 1.1365,                0.72279,                 1.0796,                0.69183,                0.66838,                0.67394,                0.34071,                 1.8734,                 1.2722,                 1.5585,             0.00025304,             0.00025304,             0.00025304
                     80,                 1.1642,                0.74068,                 1.0895,                0.68797,                0.66486,                0.66968,                0.34659,                  1.865,                 1.2533,                 1.5749,             0.00025194,             0.00025194,             0.00025194
                     81,                 1.1426,                0.72564,                 1.0783,                0.70811,                0.67474,                0.67217,                0.34313,                 1.9609,                 1.3086,                 1.6215,             0.00025084,             0.00025084,             0.00025084
                     82,                  1.146,                0.72622,                 1.0783,                0.68097,                0.65736,                0.66399,                0.34073,                 1.9096,                 1.2397,                 1.5922,             0.00024974,             0.00024974,             0.00024974
                     83,                 1.1232,                0.70555,                 1.0746,                0.66917,                0.68024,                0.66203,                0.34288,                 1.8507,                 1.2735,                 1.5408,             0.00024864,             0.00024864,             0.00024864
                     84,                 1.1153,                0.71187,                 1.0675,                0.74362,                0.64398,                0.69267,                0.35299,                 1.9283,                 1.2591,                 1.6026,             0.00024755,             0.00024755,             0.00024755
                     85,                  1.115,                0.70247,                 1.0665,                0.71037,                 0.6538,                0.67966,                0.35196,                  1.957,                 1.2745,                 1.6341,             0.00024645,             0.00024645,             0.00024645
                     86,                 1.1167,                0.71326,                 1.0672,                0.72284,                0.67079,                0.67795,                0.34308,                 1.9242,                 1.2806,                 1.5794,             0.00024535,             0.00024535,             0.00024535
                     87,                  1.124,                0.71676,                  1.071,                0.68297,                0.66497,                0.65335,                0.32889,                 1.8955,                 1.3141,                 1.5702,             0.00024425,             0.00024425,             0.00024425
                     88,                 1.1021,                0.69768,                 1.0583,                0.72677,                0.66014,                0.67249,                0.34593,                 1.9278,                 1.2879,                 1.6096,             0.00024315,             0.00024315,             0.00024315
                     89,                 1.1169,                0.70365,                 1.0682,                0.70551,                0.62117,                0.66561,                 0.3352,                 1.9415,                 1.2074,                 1.6203,             0.00024206,             0.00024206,             0.00024206
                     90,                 1.1027,                0.69506,                 1.0555,                0.68111,                0.65699,                0.65888,                0.33986,                 1.9305,                 1.2306,                 1.6168,             0.00024096,             0.00024096,             0.00024096
                     91,                 1.1061,                0.70305,                 1.0558,                0.66448,                0.67056,                0.66449,                0.33816,                 1.9106,                 1.2462,                 1.6057,             0.00023986,             0.00023986,             0.00023986
                     92,                 1.0893,                0.69281,                 1.0545,                0.68933,                0.65157,                0.66808,                0.33466,                 1.8963,                 1.2718,                 1.6014,             0.00023876,             0.00023876,             0.00023876
                     93,                 1.1031,                0.69422,                 1.0584,                0.69127,                 0.6572,                0.65968,                0.33267,                 1.8872,                 1.2366,                 1.6049,             0.00023766,             0.00023766,             0.00023766
                     94,                 1.0873,                0.67997,                 1.0515,                0.68737,                0.66003,                0.67861,                 0.3438,                   1.91,                 1.2183,                 1.5671,             0.00023656,             0.00023656,             0.00023656
                     95,                 1.0997,                  0.697,                 1.0584,                0.68875,                0.66008,                0.67293,                0.33921,                 1.9056,                 1.2408,                 1.5729,             0.00023547,             0.00023547,             0.00023547
                     96,                 1.0815,                0.68436,                 1.0498,                 0.7212,                0.70027,                 0.6916,                 0.3405,                 1.9383,                 1.2586,                 1.6358,             0.00023437,             0.00023437,             0.00023437
                     97,                 1.0867,                0.68181,                 1.0494,                0.73615,                0.65501,                0.70005,                0.35715,                 1.8773,                 1.2199,                 1.5779,             0.00023327,             0.00023327,             0.00023327
                     98,                 1.0804,                0.68343,                 1.0488,                0.68327,                0.66132,                0.67508,                0.35373,                 1.8991,                 1.2912,                 1.5919,             0.00023217,             0.00023217,             0.00023217
                     99,                 1.0722,                0.67387,                 1.0491,                0.74193,                   0.66,                0.69913,                0.36177,                 1.8761,                  1.225,                 1.5826,             0.00023107,             0.00023107,             0.00023107
                    100,                 1.0698,                0.67315,                  1.047,                 0.6959,                0.66331,                0.68771,                 0.3502,                 1.9576,                 1.2575,                 1.6164,             0.00022997,             0.00022997,             0.00022997
                    101,                  1.064,                0.66757,                 1.0392,                0.72135,                0.69126,                0.69679,                0.34447,                   1.92,                 1.2622,                  1.592,             0.00022888,             0.00022888,             0.00022888
                    102,                 1.0485,                0.65252,                 1.0367,                0.72767,                 0.6466,                 0.6755,                0.33425,                 1.9285,                 1.2307,                 1.6243,             0.00022778,             0.00022778,             0.00022778
                    103,                 1.0672,                0.66545,                 1.0463,                0.72273,                0.66231,                0.66672,                0.33457,                 1.9171,                 1.2575,                 1.5742,             0.00022668,             0.00022668,             0.00022668
                    104,                 1.0638,                0.65906,                 1.0425,                0.73741,                0.66323,                0.68169,                0.34453,                 1.9181,                 1.2774,                 1.5947,             0.00022558,             0.00022558,             0.00022558
                    105,                 1.0533,                0.65695,                 1.0344,                0.70432,                0.66404,                0.66672,                0.34015,                 1.9115,                 1.2718,                 1.6082,             0.00022448,             0.00022448,             0.00022448
                    106,                 1.0542,                0.66761,                 1.0409,                0.68717,                0.68639,                 0.6679,                0.34773,                 1.8978,                 1.2713,                 1.6079,             0.00022339,             0.00022339,             0.00022339
                    107,                 1.0469,                 0.6603,                 1.0398,                0.70816,                0.66953,                0.68911,                0.36026,                 1.8891,                 1.2595,                 1.5828,             0.00022229,             0.00022229,             0.00022229
                    108,                 1.0419,                 0.6508,                 1.0332,                0.69093,                0.66415,                0.68092,                0.35579,                 1.9014,                 1.2519,                 1.5932,             0.00022119,             0.00022119,             0.00022119
                    109,                 1.0482,                0.66016,                 1.0315,                0.68389,                0.63976,                0.66938,                0.34231,                 1.9127,                 1.2626,                  1.608,             0.00022009,             0.00022009,             0.00022009
                    110,                 1.0455,                0.65796,                  1.039,                0.67294,                 0.6785,                0.67204,                0.34518,                 1.9157,                 1.2431,                 1.6189,             0.00021899,             0.00021899,             0.00021899
                    111,                 1.0303,                0.64352,                 1.0218,                0.70617,                0.67406,                0.68249,                0.33924,                 1.9164,                 1.2493,                  1.636,             0.00021789,             0.00021789,             0.00021789
                    112,                  1.025,                0.63419,                 1.0259,                0.69457,                0.67895,                0.67826,                0.34948,                 1.9368,                 1.3055,                 1.6328,              0.0002168,              0.0002168,              0.0002168
                    113,                 1.0466,                0.64768,                 1.0339,                0.70728,                0.65433,                0.69114,                0.35442,                 1.9307,                 1.3419,                  1.631,              0.0002157,              0.0002157,              0.0002157
                    114,                 1.0241,                0.63774,                 1.0287,                0.74558,                0.60822,                0.65417,                0.33909,                 1.9164,                 1.2666,                 1.5884,              0.0002146,              0.0002146,              0.0002146
                    115,                 1.0307,                0.64787,                 1.0238,                0.69147,                0.65321,                0.66333,                0.33937,                 1.9071,                 1.3175,                 1.5951,              0.0002135,              0.0002135,              0.0002135
                    116,                 1.0274,                0.64539,                 1.0267,                0.70893,                0.66463,                0.67182,                0.34788,                 1.9179,                 1.3214,                 1.5964,              0.0002124,              0.0002124,              0.0002124
                    117,                 1.0175,                 0.6398,                 1.0245,                0.71247,                0.66008,                0.68589,                0.34489,                  1.921,                  1.323,                 1.6051,              0.0002113,              0.0002113,              0.0002113
                    118,                   1.02,                0.62954,                 1.0206,                0.72591,                0.65098,                0.66907,                0.33642,                 1.9234,                  1.299,                 1.6188,             0.00021021,             0.00021021,             0.00021021
                    119,                 1.0174,                0.63754,                 1.0207,                0.73551,                0.66572,                0.69239,                 0.3529,                 1.8757,                 1.3074,                 1.6087,             0.00020911,             0.00020911,             0.00020911
                    120,                 1.0067,                0.62614,                 1.0208,                0.71481,                0.65881,                0.67865,                0.35533,                 1.9077,                 1.2662,                 1.6064,             0.00020801,             0.00020801,             0.00020801
                    121,                 1.0146,                0.64047,                 1.0257,                0.74087,                0.68654,                 0.6928,                0.36345,                 1.8777,                 1.3003,                 1.5676,             0.00020691,             0.00020691,             0.00020691
                    122,                 1.0041,                0.62538,                 1.0158,                0.72678,                0.66414,                 0.6775,                0.35785,                 1.8927,                 1.2867,                 1.5749,             0.00020581,             0.00020581,             0.00020581
                    123,                 1.0053,                0.62378,                 1.0137,                0.66432,                0.69463,                0.66991,                0.35812,                 1.8702,                  1.295,                 1.5838,             0.00020471,             0.00020471,             0.00020471
                    124,                0.97648,                0.61729,                 1.0028,                0.68782,                0.65687,                0.67052,                0.35673,                 1.8655,                 1.3289,                 1.5943,             0.00020362,             0.00020362,             0.00020362
                    125,                0.99548,                0.62062,                 1.0098,                 0.7174,                0.65536,                0.67323,                0.35349,                 1.9131,                 1.3258,                 1.6086,             0.00020252,             0.00020252,             0.00020252
                    126,                0.99175,                0.62605,                 1.0135,                  0.717,                0.63998,                0.68227,                0.35469,                 1.9038,                 1.2828,                 1.5671,             0.00020142,             0.00020142,             0.00020142
                    127,                 1.0068,                0.62672,                 1.0162,                0.70346,                0.65572,                0.67547,                0.34978,                 1.9618,                 1.2629,                 1.6162,             0.00020032,             0.00020032,             0.00020032
                    128,                0.99381,                0.61397,                 1.0112,                0.73039,                0.67179,                 0.6886,                0.35293,                 1.9259,                 1.3426,                 1.6055,             0.00019922,             0.00019922,             0.00019922
                    129,                 0.9905,                 0.6162,                 1.0136,                 0.7168,                0.65444,                0.66284,                 0.3442,                 1.9201,                 1.2698,                 1.5906,             0.00019813,             0.00019813,             0.00019813
                    130,                0.98546,                0.61384,                 1.0085,                  0.717,                0.63847,                0.66153,                0.34721,                 1.9054,                  1.289,                 1.6111,             0.00019703,             0.00019703,             0.00019703
                    131,                0.98416,                0.60916,                  1.015,                0.73669,                0.64514,                0.67008,                0.34606,                 1.9344,                  1.303,                 1.6253,             0.00019593,             0.00019593,             0.00019593
                    132,                0.99001,                 0.6062,                 1.0036,                0.73788,                0.66218,                 0.6776,                 0.3544,                   1.93,                 1.2424,                 1.6003,             0.00019483,             0.00019483,             0.00019483
                    133,                0.97535,                0.61423,                 1.0084,                0.73976,                0.65995,                0.68045,                0.35204,                 1.9364,                 1.2666,                 1.6188,             0.00019373,             0.00019373,             0.00019373
                    134,                0.97016,                0.60288,                 1.0015,                0.71893,                0.67652,                0.68804,                0.35167,                 1.9281,                 1.2326,                  1.625,             0.00019263,             0.00019263,             0.00019263
                    135,                0.96951,                0.60378,                0.99795,                0.70743,                0.65314,                0.66781,                0.35175,                 1.9237,                  1.255,                 1.6283,             0.00019154,             0.00019154,             0.00019154
                    136,                0.97041,                0.60645,                  1.002,                0.69802,                0.65857,                0.67377,                0.35208,                 1.9312,                 1.2343,                 1.6188,             0.00019044,             0.00019044,             0.00019044
                    137,                0.96777,                0.60274,                0.99782,                0.71331,                0.64649,                0.66697,                0.34978,                 1.9503,                 1.2634,                 1.6294,             0.00018934,             0.00018934,             0.00018934
                    138,                0.96181,                  0.597,                 1.0001,                0.73846,                0.67535,                0.67889,                0.35443,                 1.9231,                  1.212,                 1.6012,             0.00018824,             0.00018824,             0.00018824
                    139,                0.96197,                0.59934,                  1.003,                0.70355,                0.66631,                 0.6703,                0.34946,                 1.9126,                 1.2347,                 1.5934,             0.00018714,             0.00018714,             0.00018714
                    140,                 0.9645,                0.59606,                      1,                0.69545,                0.66656,                  0.674,                 0.3557,                 1.8648,                 1.2596,                 1.5708,             0.00018604,             0.00018604,             0.00018604
                    141,                 0.9642,                0.59453,                 1.0006,                0.72544,                0.66061,                0.66752,                0.35239,                 1.9202,                 1.2955,                 1.5956,             0.00018495,             0.00018495,             0.00018495
                    142,                0.96098,                 0.5911,                0.99452,                0.70813,                0.66787,                0.67164,                0.35158,                 1.8965,                   1.26,                 1.5843,             0.00018385,             0.00018385,             0.00018385
                    143,                0.93565,                0.58407,                 0.9924,                0.68323,                 0.6716,                0.66626,                0.34718,                 1.9107,                 1.2851,                 1.6036,             0.00018275,             0.00018275,             0.00018275
                    144,                0.95325,                 0.5912,                0.99927,                0.70284,                 0.6654,                0.66363,                0.34942,                 1.9195,                  1.308,                 1.6114,             0.00018165,             0.00018165,             0.00018165
                    145,                0.94243,                0.58325,                0.99103,                0.68524,                0.64648,                0.66371,                 0.3471,                 1.9205,                 1.3161,                 1.6178,             0.00018055,             0.00018055,             0.00018055
                    146,                0.94865,                0.58563,                0.99378,                0.69085,                0.62647,                0.65746,                0.34169,                 1.9101,                 1.3505,                 1.6087,             0.00017946,             0.00017946,             0.00017946
                    147,                0.95028,                 0.5883,                0.99621,                0.72517,                0.63825,                 0.6767,                0.35426,                 1.9269,                 1.3025,                 1.6269,             0.00017836,             0.00017836,             0.00017836
                    148,                0.93587,                0.58025,                0.98622,                0.72086,                 0.6467,                0.68546,                0.35834,                 1.8948,                 1.2607,                 1.5983,             0.00017726,             0.00017726,             0.00017726
                    149,                0.93245,                0.57326,                0.98688,                0.69843,                0.66382,                0.67553,                0.35405,                 1.8897,                 1.2444,                 1.5936,             0.00017616,             0.00017616,             0.00017616
                    150,                0.94436,                 0.5863,                0.99037,                0.71512,                0.66025,                0.68342,                0.35142,                 1.9001,                 1.2344,                  1.594,             0.00017506,             0.00017506,             0.00017506
                    151,                0.92638,                0.57111,                0.98692,                0.71841,                0.67681,                0.68765,                0.35442,                 1.9074,                 1.2701,                 1.6165,             0.00017396,             0.00017396,             0.00017396
                    152,                0.92444,                0.57294,                0.99049,                0.72287,                0.64962,                0.67719,                0.35026,                 1.8953,                 1.3012,                 1.6203,             0.00017287,             0.00017287,             0.00017287
