                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                 1.1213,                0.81392,                 1.0566,                0.66275,                0.68742,                0.65921,                0.33486,                 1.8538,                 1.3074,                 1.5231,              0.0040115,              0.0040115,              0.0040115
                    107,                 1.1185,                0.80606,                 1.0575,                0.68528,                0.66543,                0.66066,                0.33904,                 1.8685,                 1.3048,                 1.5465,              0.0039953,              0.0039953,              0.0039953
                    108,                 1.1073,                0.79702,                 1.0491,                0.66928,                0.68724,                0.64774,                0.33177,                 1.8413,                 1.2935,                 1.5269,              0.0039792,              0.0039792,              0.0039792
                    109,                 1.1158,                0.80624,                 1.0453,                0.66316,                 0.7104,                0.65711,                0.33607,                 1.8327,                 1.2995,                 1.5363,              0.0039631,              0.0039631,              0.0039631
                    110,                 1.1072,                0.80453,                 1.0512,                0.69887,                0.68521,                0.65869,                0.33655,                 1.8525,                 1.2848,                 1.5324,               0.003947,               0.003947,               0.003947
                    111,                  1.097,                0.78467,                 1.0366,                0.67981,                0.68081,                0.66279,                0.33725,                 1.8826,                  1.282,                 1.5475,              0.0039309,              0.0039309,              0.0039309
                    112,                 1.0895,                0.77774,                 1.0384,                0.65035,                0.69444,                0.65495,                0.33469,                 1.8089,                 1.2834,                 1.5039,              0.0039147,              0.0039147,              0.0039147
                    113,                 1.1073,                0.78171,                 1.0482,                0.67283,                 0.6673,                0.65978,                0.33379,                 1.8473,                 1.3266,                 1.5353,              0.0038986,              0.0038986,              0.0038986
                    114,                 1.0864,                0.77461,                 1.0398,                0.63893,                0.69728,                0.65608,                0.33103,                 1.8233,                 1.3192,                 1.5027,              0.0038825,              0.0038825,              0.0038825
                    115,                 1.0964,                0.77668,                 1.0422,                0.66253,                0.68824,                0.65687,                0.33096,                 1.8447,                 1.3297,                 1.5232,              0.0038664,              0.0038664,              0.0038664
