                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                 1.1191,                0.71756,                 1.0544,                0.63793,                0.66542,                0.65171,                0.32852,                 1.9505,                 1.3028,                 1.5446,             0.00017654,             0.00017654,             0.00017654
                     77,                 1.1102,                0.72008,                 1.0491,                0.77285,                0.63173,                0.67118,                0.33943,                 1.9301,                 1.2994,                 1.5591,             0.00017602,             0.00017602,             0.00017602
                     78,                 1.1117,                0.70899,                 1.0499,                0.63554,                0.67862,                0.65829,                0.32954,                 1.9086,                 1.2959,                 1.5388,             0.00017551,             0.00017551,             0.00017551
                     79,                 1.1021,                0.70064,                 1.0468,                0.70402,                 0.6178,                   0.67,                 0.3439,                 1.9008,                 1.3397,                 1.5304,             0.00017499,             0.00017499,             0.00017499
                     80,                 1.1005,                0.70179,                 1.0471,                0.72716,                0.64183,                0.68822,                0.33997,                 1.9408,                 1.3644,                 1.5249,             0.00017447,             0.00017447,             0.00017447
                     81,                 1.1041,                 0.7046,                  1.048,                0.71419,                0.65606,                0.65995,                0.32899,                 1.9407,                 1.2948,                 1.5595,             0.00017395,             0.00017395,             0.00017395
                     82,                 1.1037,                0.70295,                 1.0455,                0.70493,                0.63628,                0.67276,                 0.3348,                 1.9452,                 1.2602,                 1.5832,             0.00017343,             0.00017343,             0.00017343
                     83,                 1.0853,                   0.69,                 1.0365,                0.67134,                0.60178,                0.62981,                0.30762,                 1.9674,                  1.343,                 1.5524,             0.00017292,             0.00017292,             0.00017292
                     84,                 1.0849,                0.69122,                 1.0404,                 0.7032,                0.61917,                0.63944,                0.31953,                 1.9643,                 1.3412,                 1.5573,              0.0001724,              0.0001724,              0.0001724
                     85,                 1.0834,                0.67619,                 1.0348,                0.61342,                0.64316,                0.61412,                0.31509,                 1.9781,                 1.2869,                 1.5585,             0.00017188,             0.00017188,             0.00017188
                     86,                 1.0656,                0.67578,                 1.0322,                0.72207,                0.59356,                0.64384,                0.31445,                 1.9928,                 1.3018,                 1.5984,             0.00017136,             0.00017136,             0.00017136
                     87,                 1.0685,                0.68016,                 1.0314,                0.68927,                0.62254,                 0.6603,                0.31832,                 1.9646,                 1.3085,                 1.6112,             0.00017085,             0.00017085,             0.00017085
                     88,                 1.0653,                0.66773,                 1.0277,                0.67084,                0.66285,                0.66138,                 0.3341,                 1.9163,                 1.3094,                 1.5402,             0.00017033,             0.00017033,             0.00017033
                     89,                 1.0602,                0.66342,                 1.0268,                0.61786,                0.68246,                0.63956,                0.29985,                 2.0268,                 1.3838,                 1.5695,             0.00016981,             0.00016981,             0.00016981
                     90,                 1.0471,                0.66245,                 1.0218,                 0.7117,                0.66835,                0.66054,                0.32369,                 1.9302,                 1.3544,                 1.5594,             0.00016929,             0.00016929,             0.00016929
                     91,                  1.051,                0.66316,                 1.0245,                0.66288,                0.66826,                0.65553,                0.31142,                 1.9548,                 1.3042,                 1.5562,             0.00016877,             0.00016877,             0.00016877
